id,type,role,section,act,label,name,number
statute:S.14(1) the Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest Act,Statute,,14(1),the Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest Act,S.14(1) the Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest Act,,
statute:S.14 SARFEASI Act,Statute,,14,SARFEASI Act,S.14 SARFEASI Act,,
statute:S.14 the Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest Act,Statute,,14,the Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest Act,S.14 the Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest Act,,
statute:S.13(2) SARFAESI Act,Statute,,13(2),SARFAESI Act,S.13(2) SARFAESI Act,,
statute:S.14 the said Act,Statute,,14,the said Act,S.14 the said Act,,
statute:S.17 the SARFAESI Act,Statute,,17,the SARFAESI Act,S.17 the SARFAESI Act,,
statute:S.13(4) the SARFAESI Act,Statute,,13(4),the SARFAESI Act,S.13(4) the SARFAESI Act,,
statute:S.13(2) the SARFAESI Act,Statute,,13(2),the SARFAESI Act,S.13(2) the SARFAESI Act,,
statute:S.13 the SARFAESI Act,Statute,,13,the SARFAESI Act,S.13 the SARFAESI Act,,
statute:S.13 the SARFAESI Act makes it abundantly clear that the reasons so communicated or the likely act,Statute,,13,the SARFAESI Act makes it abundantly clear that the reasons so communicated or the likely act,S.13 the SARFAESI Act makes it abundantly clear that the reasons so communicated or the likely act,,
statute:S.13 the SARFAESI Act is to ensure the element of transparency and fair play in the implementation of the provisions of the SARFAESI Act,Statute,,13,the SARFAESI Act is to ensure the element of transparency and fair play in the implementation of the provisions of the SARFAESI Act,S.13 the SARFAESI Act is to ensure the element of transparency and fair play in the implementation of the provisions of the SARFAESI Act,,
statute:S.14 the NPA Act,Statute,,14,the NPA Act,S.14 the NPA Act,,
statute:S.13(2) NPA Act,Statute,,13(2),NPA Act,S.13(2) NPA Act,,
statute:S.13(2) the NPA Act,Statute,,13(2),the NPA Act,S.13(2) the NPA Act,,
statute:S.31 the NPA Act,Statute,,31,the NPA Act,S.31 the NPA Act,,
statute:S.17 the NPA Act,Statute,,17,the NPA Act,S.17 the NPA Act,,
statute:S.14(1) the Act,Statute,,14(1),the Act,S.14(1) the Act,,
court:MADRAS HIGH COURT,Court,,,,,MADRAS HIGH COURT,
caseno:3102/2008,CaseNumber,,,,,,3102/2008
caseno:1472/2007,CaseNumber,,,,,,1472/2007
caseno:1559/2004,CaseNumber,,,,,,1559/2004
0001516991,Case,candidate,,,,,
statute:S.3(6) the Indian Divorce Act,Statute,,3(6),the Indian Divorce Act,S.3(6) the Indian Divorce Act,,
statute:S.10 the Indian Divorce Act,Statute,,10,the Indian Divorce Act,S.10 the Indian Divorce Act,,
statute:S.3(9) the Indian Divorce Act,Statute,,3(9),the Indian Divorce Act,S.3(9) the Indian Divorce Act,,
statute:S.1(1),Statute,,1(1),,S.1(1),,
statute:S.7 the Indian Divorce Act,Statute,,7,the Indian Divorce Act,S.7 the Indian Divorce Act,,
statute:S.178(2),Statute,,178(2),,S.178(2),,
0001517272,Case,candidate,,,,,
statute:S.3 (9),Statute,,3 (9),,S.3 (9),,
statute:S.26N the Act,Statute,,26N,the Act,S.26N the Act,,
statute:S.26N,Statute,,26N,,S.26N,,
statute:S.23 (2),Statute,,23 (2),,S.23 (2),,
0001519516,Case,candidate,,,,,
statute:S.309,Statute,,309,,S.309,,
statute:S.204(1),Statute,,204(1),,S.204(1),,
statute:S.155(1),Statute,,155(1),,S.155(1),,
statute:S.173(8),Statute,,173(8),,S.173(8),,
statute:S.167 (3),Statute,,167 (3),,S.167 (3),,
caseno:1/1993,CaseNumber,,,,,,1/1993
caseno:201/1996,CaseNumber,,,,,,201/1996
0001526467,Case,candidate,,,,,
statute:S.1671,Statute,,1671,,S.1671,,
statute:S.73 the Transfer of Property Act under which the mortgagee is entitled to claim payment of the mortgage money out of the sale proceeds where the mortgaged property is sold owing to failure to pay arrears of revenue or other public charges or the mortgaged property is acquired under the Land Acquisition Act,Statute,,73,the Transfer of Property Act under which the mortgagee is entitled to claim payment of the mortgage money out of the sale proceeds where the mortgaged property is sold owing to failure to pay arrears of revenue or other public charges or the mortgaged property is acquired under the Land Acquisition Act,S.73 the Transfer of Property Act under which the mortgagee is entitled to claim payment of the mortgage money out of the sale proceeds where the mortgaged property is sold owing to failure to pay arrears of revenue or other public charges or the mortgaged property is acquired under the Land Acquisition Act,,
statute:S.82 the Transfer of Property Act,Statute,,82,the Transfer of Property Act,S.82 the Transfer of Property Act,,
0001533633,Case,candidate,,,,,
"statute:S.3 the Railways Act, 1989",Statute,,3,"the Railways Act, 1989","S.3 the Railways Act, 1989",,
caseno:16838/2002,CaseNumber,,,,,,16838/2002
0001535672,Case,candidate,,,,,
statute:S.5A,Statute,,5A,,S.5A,,
"statute:S.4A the Uttar Pradesh Sales Tax Act, 1948",Statute,,4A,"the Uttar Pradesh Sales Tax Act, 1948","S.4A the Uttar Pradesh Sales Tax Act, 1948",,
"statute:S.8(5) the Central Sales Tax Act, 1956",Statute,,8(5),"the Central Sales Tax Act, 1956","S.8(5) the Central Sales Tax Act, 1956",,
statute:S.790,Statute,,790,,S.790,,
statute:S.4(1) the Rajasthan Motor Vehicles Taxation act,Statute,,4(1),the Rajasthan Motor Vehicles Taxation act,S.4(1) the Rajasthan Motor Vehicles Taxation act,,
statute:S.41 the Bombay Sales Tax Act,Statute,,41,the Bombay Sales Tax Act,S.41 the Bombay Sales Tax Act,,
statute:S.5 the Punjab General Sales Tax Act,Statute,,5,the Punjab General Sales Tax Act,S.5 the Punjab General Sales Tax Act,,
caseno:665/1988,CaseNumber,,,,,,665/1988
0001537954,Case,candidate,,,,,
"statute:S.4 the Land Acquisition Act, 1894",Statute,,4,"the Land Acquisition Act, 1894","S.4 the Land Acquisition Act, 1894",,
"statute:S.48(1) the Land Acquisition Act, 1894",Statute,,48(1),"the Land Acquisition Act, 1894","S.48(1) the Land Acquisition Act, 1894",,
statute:S.17(1) the Act,Statute,,17(1),the Act,S.17(1) the Act,,
statute:S.4 the Act and the appellant was in its occupation or act,Statute,,4,the Act and the appellant was in its occupation or act,S.4 the Act and the appellant was in its occupation or act,,
statute:S.9 (1 ) the Act,Statute,,9 (1 ),the Act,S.9 (1 ) the Act,,
statute:S.224,Statute,,224,,S.224,,
statute:S.9(1) the act,Statute,,9(1),the act,S.9(1) the act,,
caseno:75/1974,CaseNumber,,,,,,75/1974
0001538210,Case,candidate,,,,,
statute:S.128 the District Boards Act 1922,Statute,,128,the District Boards Act 1922,S.128 the District Boards Act 1922,,
statute:S.123 that Act,Statute,,123,that Act,S.123 that Act,,
statute:S.172 that Act,Statute,,172,that Act,S.172 that Act,,
caseno:1/1960,CaseNumber,,,,,,1/1960
caseno:605/1966,CaseNumber,,,,,,605/1966
caseno:322/1964,CaseNumber,,,,,,322/1964
caseno:1780/1960,CaseNumber,,,,,,1780/1960
caseno:452/1960,CaseNumber,,,,,,452/1960
caseno:2371/1962,CaseNumber,,,,,,2371/1962
0001538869,Case,candidate,,,,,
0001539256,Case,candidate,,,,,
statute:S.583,Statute,,583,,S.583,,
0001541798,Case,candidate,,,,,
statute:S.110A,Statute,,110A,,S.110A,,
statute:S.110D the Act,Statute,,110D,the Act,S.110D the Act,,
statute:S.110B the Act,Statute,,110B,the Act,S.110B the Act,,
"statute:S.110A(1) the Motor Vehicles Act, 1939",Statute,,110A(1),"the Motor Vehicles Act, 1939","S.110A(1) the Motor Vehicles Act, 1939",,
statute:S.110A(1),Statute,,110A(1),,S.110A(1),,
statute:S.1A,Statute,,1A,,S.1A,,
statute:S.1 that Act provides that the persons for whose benefit and by whom an action may be brought under the Fatal Accidents Act,Statute,,1,that Act provides that the persons for whose benefit and by whom an action may be brought under the Fatal Accidents Act,S.1 that Act provides that the persons for whose benefit and by whom an action may be brought under the Fatal Accidents Act,,
statute:S.402,Statute,,402,,S.402,,
statute:S.102 the Act,Statute,,102,the Act,S.102 the Act,,
"statute:S.306 the Indian Succession Act, 1925",Statute,,306,"the Indian Succession Act, 1925","S.306 the Indian Succession Act, 1925",,
"statute:S.1A the Fatal Accidents Act, 1855",Statute,,1A,"the Fatal Accidents Act, 1855","S.1A the Fatal Accidents Act, 1855",,
statute:S.1A the Fatal Accidents Act,Statute,,1A,the Fatal Accidents Act,S.1A the Fatal Accidents Act,,
caseno:2802/1987,CaseNumber,,,,,,2802/1987
caseno:1379/1986,CaseNumber,,,,,,1379/1986
0001546983,Case,candidate,,,,,
caseno:19/1866,CaseNumber,,,,,,19/1866
0001550190,Case,candidate,,,,,
statute:S.18A the said Act,Statute,,18A,the said Act,S.18A the said Act,,
caseno:1183/1972,CaseNumber,,,,,,1183/1972
caseno:1366/1970,CaseNumber,,,,,,1366/1970
caseno:560/1969,CaseNumber,,,,,,560/1969
0001553220,Case,candidate,,,,,
statute:S.1740,Statute,,1740,,S.1740,,
statute:S.870,Statute,,870,,S.870,,
caseno:878/1964,CaseNumber,,,,,,878/1964
caseno:41/1960,CaseNumber,,,,,,41/1960
0001554481,Case,candidate,,,,,
statute:S.267,Statute,,267,,S.267,,
statute:S.855,Statute,,855,,S.855,,
statute:S.416,Statute,,416,,S.416,,
statute:S.874,Statute,,874,,S.874,,
statute:S.987,Statute,,987,,S.987,,
0001558594,Case,candidate,,,,,
statute:S.2148,Statute,,2148,,S.2148,,
0001565205,Case,candidate,,,,,
0001568469,Case,candidate,,,,,
statute:S.165 the Indian Evidence Act,Statute,,165,the Indian Evidence Act,S.165 the Indian Evidence Act,,
statute:S.173(7),Statute,,173(7),,S.173(7),,
statute:S.479,Statute,,479,,S.479,,
statute:S.6 the Probation of Offenders Act,Statute,,6,the Probation of Offenders Act,S.6 the Probation of Offenders Act,,
statute:S.363,Statute,,363,,S.363,,
"statute:S.165 the Indian Evidence Act, 1872",Statute,,165,"the Indian Evidence Act, 1872","S.165 the Indian Evidence Act, 1872",,
statute:S.165 the Evidence Act,Statute,,165,the Evidence Act,S.165 the Evidence Act,,
caseno:39/1987,CaseNumber,,,,,,39/1987
caseno:59/1994,CaseNumber,,,,,,59/1994
0001568725,Case,candidate,,,,,
statute:S.75(2) the Act,Statute,,75(2),the Act,S.75(2) the Act,,
statute:S.96(1) the Act,Statute,,96(1),the Act,S.96(1) the Act,,
statute:S.15(1) the Indian Limitation Act,Statute,,15(1),the Indian Limitation Act,S.15(1) the Indian Limitation Act,,
statute:S.15(1) the Limitation Act,Statute,,15(1),the Limitation Act,S.15(1) the Limitation Act,,
statute:S.77(2),Statute,,77(2),,S.77(2),,
caseno:6/1960,CaseNumber,,,,,,6/1960
0001572011,Case,candidate,,,,,
statute:S.613,Statute,,613,,S.613,,
0001575754,Case,candidate,,,,,
statute:S.2140,Statute,,2140,,S.2140,,
statute:S.3/4/,Statute,,3/4/,,S.3/4/,,
statute:S.310,Statute,,310,,S.310,,
0001576450,Case,candidate,,,,,
statute:S.5(2) the Prevention of Corruption Act,Statute,,5(2),the Prevention of Corruption Act,S.5(2) the Prevention of Corruption Act,,
statute:S.4 the prevention of Corruption Act,Statute,,4,the prevention of Corruption Act,S.4 the prevention of Corruption Act,,
"statute:S.2 the Prevention of Corruption Act, 1916",Statute,,2,"the Prevention of Corruption Act, 1916","S.2 the Prevention of Corruption Act, 1916",,
statute:S.2 the English Act,Statute,,2,the English Act,S.2 the English Act,,
statute:S.4(1) our Act,Statute,,4(1),our Act,S.4(1) our Act,,
0001580245,Case,candidate,,,,,
statute:S.2(16),Statute,,2(16),,S.2(16),,
"statute:S.11 the Administration and Probate Act, 1903",Statute,,11,"the Administration and Probate Act, 1903","S.11 the Administration and Probate Act, 1903",,
"statute:S.35(2) the Finance Act, 1959",Statute,,35(2),"the Finance Act, 1959","S.35(2) the Finance Act, 1959",,
caseno:1395/1970,CaseNumber,,,,,,1395/1970
caseno:215/1965,CaseNumber,,,,,,215/1965
caseno:109/1965,CaseNumber,,,,,,109/1965
0001585519,Case,candidate,,,,,
"statute:S.114 the Evidence Act, 1872",Statute,,114,"the Evidence Act, 1872","S.114 the Evidence Act, 1872",,
0001590667,Case,candidate,,,,,
statute:S.132 (1),Statute,,132 (1),,S.132 (1),,
caseno:130/1956,CaseNumber,,,,,,130/1956
caseno:737/1951,CaseNumber,,,,,,737/1951
caseno:7376/1951,CaseNumber,,,,,,7376/1951
0001598222,Case,candidate,,,,,
statute:S.81 the Representation of the People Act,Statute,,81,the Representation of the People Act,S.81 the Representation of the People Act,,
"statute:S.83 the Representation of the People Act, 1951",Statute,,83,"the Representation of the People Act, 1951","S.83 the Representation of the People Act, 1951",,
statute:S.90 (2),Statute,,90 (2),,S.90 (2),,
caseno:71/1952,CaseNumber,,,,,,71/1952
caseno:1/1952,CaseNumber,,,,,,1/1952
0001601478,Case,candidate,,,,,
statute:S.2s,Statute,,2s,,S.2s,,
statute:S.384,Statute,,384,,S.384,,
statute:S.157(2),Statute,,157(2),,S.157(2),,
statute:S.245(1),Statute,,245(1),,S.245(1),,
statute:S.319 ( 1),Statute,,319 ( 1),,S.319 ( 1),,
"statute:S.3(1) the Bihar Control of Crimes Act, 1981",Statute,,3(1),"the Bihar Control of Crimes Act, 1981","S.3(1) the Bihar Control of Crimes Act, 1981",,
caseno:540/1982,CaseNumber,,,,,,540/1982
caseno:40/1981,CaseNumber,,,,,,40/1981
0001604162,Case,candidate,,,,,
statute:S.3A,Statute,,3A,,S.3A,,
"statute:S.5(1) the Orissa Sales Tax Act, 1947",Statute,,5(1),"the Orissa Sales Tax Act, 1947","S.5(1) the Orissa Sales Tax Act, 1947",,
caseno:151/1981,CaseNumber,,,,,,151/1981
0001606698,Case,candidate,,,,,
statute:S.41(1),Statute,,41(1),,S.41(1),,
statute:S.678,Statute,,678,,S.678,,
statute:S.41 (1),Statute,,41 (1),,S.41 (1),,
statute:S.50(2),Statute,,50(2),,S.50(2),,
statute:S.119(1),Statute,,119(1),,S.119(1),,
0001608703,Case,candidate,,,,,
caseno:768/1963,CaseNumber,,,,,,768/1963
caseno:116/1959,CaseNumber,,,,,,116/1959
caseno:20/1953,CaseNumber,,,,,,20/1953
0001611641,Case,candidate,,,,,
0001613617,Case,candidate,,,,,
"statute:S.15 the Bombay Hotel and Lodging Rates Control Act, 1947",Statute,,15,"the Bombay Hotel and Lodging Rates Control Act, 1947","S.15 the Bombay Hotel and Lodging Rates Control Act, 1947",,
statute:S.15 the Act and for which the Act,Statute,,15,the Act and for which the Act,S.15 the Act and for which the Act,,
"statute:S.15 Bombay Hotel and Lodging Houses Rates Control Act, 1947",Statute,,15,"Bombay Hotel and Lodging Houses Rates Control Act, 1947","S.15 Bombay Hotel and Lodging Houses Rates Control Act, 1947",,
statute:S.445,Statute,,445,,S.445,,
statute:S.23 the Contract Act,Statute,,23,the Contract Act,S.23 the Contract Act,,
statute:S.597,Statute,,597,,S.597,,
statute:S.453,Statute,,453,,S.453,,
caseno:674/1957,CaseNumber,,,,,,674/1957
caseno:1213/1953,CaseNumber,,,,,,1213/1953
caseno:97/1952,CaseNumber,,,,,,97/1952
caseno:153/1949,CaseNumber,,,,,,153/1949
0001617498,Case,candidate,,,,,
statute:S.49 (1 ),Statute,,49 (1 ),,S.49 (1 ),,
statute:S.48 the Principal Act,Statute,,48,the Principal Act,S.48 the Principal Act,,
statute:S.48 the principal Act,Statute,,48,the principal Act,S.48 the principal Act,,
statute:S.49(1) the principal Act,Statute,,49(1),the principal Act,S.49(1) the principal Act,,
statute:S.11(1) The Act,Statute,,11(1),The Act,S.11(1) The Act,,
statute:S.49 the principal Act,Statute,,49,the principal Act,S.49 the principal Act,,
statute:S.4 the Amendment Act,Statute,,4,the Amendment Act,S.4 the Amendment Act,,
statute:S.48 the Life Insurance Corporation Act,Statute,,48,the Life Insurance Corporation Act,S.48 the Life Insurance Corporation Act,,
statute:S.48(3) the Life Insurance Corporation Act,Statute,,48(3),the Life Insurance Corporation Act,S.48(3) the Life Insurance Corporation Act,,
caseno:501/1981,CaseNumber,,,,,,501/1981
0001618109,Case,candidate,,,,,
0001619781,Case,candidate,,,,,
"statute:S.4(1) the Land Acquisition Act, 1894",Statute,,4(1),"the Land Acquisition Act, 1894","S.4(1) the Land Acquisition Act, 1894",,
0001620184,Case,candidate,,,,,
0001624779,Case,candidate,,,,,
0001625415,Case,candidate,,,,,
statute:S.11 the Suits Valuation Act,Statute,,11,the Suits Valuation Act,S.11 the Suits Valuation Act,,
statute:S.578,Statute,,578,,S.578,,
caseno:14/1953,CaseNumber,,,,,,14/1953
caseno:1152/1946,CaseNumber,,,,,,1152/1946
caseno:34/1944,CaseNumber,,,,,,34/1944
0001628165,Case,candidate,,,,,
caseno:646/1988,CaseNumber,,,,,,646/1988
0001629177,Case,candidate,,,,,
statute:S.495,Statute,,495,,S.495,,
"statute:S.25 the Bihar Sales Tax Act, 1947",Statute,,25,"the Bihar Sales Tax Act, 1947","S.25 the Bihar Sales Tax Act, 1947",,
statute:S.100(3) that Act,Statute,,100(3),that Act,S.100(3) that Act,,
statute:S.1(3) the said Act,Statute,,1(3),the said Act,S.1(3) the said Act,,
statute:S.16 this amending Act,Statute,,16,this amending Act,S.16 this amending Act,,
statute:S.16 the amending Act,Statute,,16,the amending Act,S.16 the amending Act,,
statute:S.100 that Act,Statute,,100,that Act,S.100 that Act,,
court:Patna high Court,Court,,,,,Patna high Court,
caseno:577/1953,CaseNumber,,,,,,577/1953
0001629738,Case,candidate,,,,,
statute:S.883,Statute,,883,,S.883,,
statute:S.28 (1),Statute,,28 (1),,S.28 (1),,
statute:S.28 ( 1 ),Statute,,28 ( 1 ),,S.28 ( 1 ),,
caseno:2560/1966,CaseNumber,,,,,,2560/1966
caseno:98/1962,CaseNumber,,,,,,98/1962
0001631044,Case,candidate,,,,,
statute:S.151 the Indian Contract Act,Statute,,151,the Indian Contract Act,S.151 the Indian Contract Act,,
judge:Justice Hay,Judge,,,,,Justice Hay,
0001632707,Case,candidate,,,,,
0001633734,Case,candidate,,,,,
0001638886,Case,candidate,,,,,
statute:S.96 the Motor Vehicles Act 1939,Statute,,96,the Motor Vehicles Act 1939,S.96 the Motor Vehicles Act 1939,,
statute:S.110C,Statute,,110C,,S.110C,,
0001640296,Case,candidate,,,,,
0001640953,Case,candidate,,,,,
0001642889,Case,candidate,,,,,
statute:S.15C the Act,Statute,,15C,the Act,S.15C the Act,,
0001644199,Case,candidate,,,,,
caseno:249/1933,CaseNumber,,,,,,249/1933
0001644513,Case,candidate,,,,,
0001644913,Case,candidate,,,,,
statute:S.4 the Excise Act,Statute,,4,the Excise Act,S.4 the Excise Act,,
statute:S.16 the said Act an amendment was made to the First Schedule of the Central Excise and Salt Act,Statute,,16,the said Act an amendment was made to the First Schedule of the Central Excise and Salt Act,S.16 the said Act an amendment was made to the First Schedule of the Central Excise and Salt Act,,
caseno:1263/1968,CaseNumber,,,,,,1263/1968
caseno:1323/1967,CaseNumber,,,,,,1323/1967
caseno:77/1962,CaseNumber,,,,,,77/1962
caseno:20/1962,CaseNumber,,,,,,20/1962
caseno:89/1962,CaseNumber,,,,,,89/1962
caseno:90/1962,CaseNumber,,,,,,90/1962
0001646273,Case,candidate,,,,,
statute:S.58 the Bihar Finance Act,Statute,,58,the Bihar Finance Act,S.58 the Bihar Finance Act,,
caseno:1118/1992,CaseNumber,,,,,,1118/1992
0001648089,Case,candidate,,,,,
caseno:49/1919,CaseNumber,,,,,,49/1919
caseno:300/1929,CaseNumber,,,,,,300/1929
0001649809,Case,candidate,,,,,
"statute:S.6A the Essential Commodities Act, 1955",Statute,,6A,"the Essential Commodities Act, 1955","S.6A the Essential Commodities Act, 1955",,
statute:S.6C,Statute,,6C,,S.6C,,
statute:S.6C the Act,Statute,,6C,the Act,S.6C the Act,,
statute:S.435(1),Statute,,435(1),,S.435(1),,
statute:S.6D,Statute,,6D,,S.6D,,
caseno:109/1974,CaseNumber,,,,,,109/1974
caseno:90/1973,CaseNumber,,,,,,90/1973
caseno:104/1972,CaseNumber,,,,,,104/1972
0001655820,Case,candidate,,,,,
statute:S.7846,Statute,,7846,,S.7846,,
"statute:S.127 the MRTP Act, 1966",Statute,,127,"the MRTP Act, 1966","S.127 the MRTP Act, 1966",,
statute:S.127 the MRTP Act,Statute,,127,the MRTP Act,S.127 the MRTP Act,,
statute:S.127 the MRTP Act appears to me to be unwarranted especially when we keep in mind the laudable objects of the MRTP Act,Statute,,127,the MRTP Act appears to me to be unwarranted especially when we keep in mind the laudable objects of the MRTP Act,S.127 the MRTP Act appears to me to be unwarranted especially when we keep in mind the laudable objects of the MRTP Act,,
statute:S.127 the Act so as to achieve the object of the MRTP Act,Statute,,127,the Act so as to achieve the object of the MRTP Act,S.127 the Act so as to achieve the object of the MRTP Act,,
